fantasy_bat_prev_1,fantasy_bowl_prev_1,fantasy_field_prev_1,fantasy_bat_prev_2,fantasy_bowl_prev_2,fantasy_field_prev_2,total_runs_prev_1,total_runs_prev_2,avg_runs_per_inning_prev_1,avg_runs_per_inning_prev_2,boundaries_prev_1,boundaries_prev_2,sixes_prev_1,sixes_prev_2,average_sixes_per_inning_prev_1,average_sixes_per_inning_prev_2,fours_prev_1,fours_prev_2,average_fours_per_inning_prev_1,average_fours_per_inning_prev_2,boundary_percent_per_inning_prev_1,boundary_percent_per_inning_prev_2,wickets_prev_1,wickets_prev_2,avg_wickets_per_inning_prev_1,avg_wickets_per_inning_prev_2,catches_taken_prev_1,catches_taken_prev_2,stumped_outs_made_prev_1,stumped_outs_made_prev_2,run_outs_made_prev_1,run_outs_made_prev_2,balls_faced_prev_1,balls_faced_prev_2,avg_balls_faced_per_inning_prev_1,avg_balls_faced_per_inning_prev_2,avg_batting_sr_per_inning_prev_1,avg_batting_sr_per_inning_prev_2,avg_runs_ball_per_inning_prev_1,avg_runs_ball_per_inning_prev_2,overs_bowled_prev_1,overs_bowled_prev_2,bowls_bowled_prev_1,bowls_bowled_prev_2,average_bowls_bowled_per_inning_prev_1,average_bowls_bowled_per_inning_prev_2,avg_economy_rate_per_inning_prev_1,avg_economy_rate_per_inning_prev_2,average_consecutive_dot_balls_prev_1,average_consecutive_dot_balls_prev_2,runs_given_prev_1,runs_given_prev_2,runs_given_ball_per_inning_prev_1,runs_given_ball_per_inning_prev_2,batting_sr_aa_prev_1,batting_sr_aa_prev_2,bat_points,bowl_points,field_points,batting_points,bowling_points,fielding_points,total_runs,avg_runs_per_inning,boundaries,sixes,average_sixes_per_inning,fours,average_fours_per_inning,boundary_percent_per_inning,wickets,avg_wickets_per_inning,catches_taken,stumped_outs_made,run_outs_made,balls_faced,avg_balls_faced_per_inning,avg_batting_sr_per_inning,avg_runs_ball_per_inning,overs_bowled,bowls_bowled,average_bowls_bowled_per_inning,avg_economy_rate_per_inning,average_consecutive_dot_balls,runs_given,runs_given_ball_per_inning,batting_sr_aa
0.0,85.0,8,-2.0,6.0,0,56.0,0.0,28.0,0.0,7.0,0.0,1.0,0.0,0.5,0.0,6.0,0.0,3.0,0.0,3.723404255319149,0.0,3.0,0.0,1.5,0.0,1,0,0,0,0,0,94.0,3.0,47.0,3.0,29.78723404255319,0.0,0.2978723404255319,0.0,28.0,30.0,168.0,180.0,84.0,90.0,1.5892857142857142,1.9333333333333333,2.0,3.0,89.0,116.0,0.2648809523809524,0.32222222222222224,0.0,0.0,0.0,56.0,0,0.0,56.0,0,45.0,22.5,8.0,0.0,0.0,8.0,4.0,7.407407407407407,2.0,2.0,0,0,0,54.0,27.0,41.666666666666664,0.4166666666666667,16.0,96.0,96.0,2.5625,0.0,41.0,0.4270833333333333,22.4273670886076
0.0,56.0,0,0.0,85.0,8,45.0,56.0,22.5,28.0,8.0,7.0,0.0,1.0,0.0,0.5,8.0,6.0,4.0,3.0,7.407407407407407,3.723404255319149,2.0,3.0,2.0,1.5,0,1,0,0,0,0,54.0,94.0,27.0,47.0,41.666666666666664,29.78723404255319,0.4166666666666667,0.2978723404255319,16.0,28.0,96.0,168.0,96.0,84.0,2.5625,1.5892857142857142,0.0,2.0,41.0,89.0,0.4270833333333333,0.2648809523809524,22.4273670886076,0.0,-5.0,31.0,8,-5.0,31.0,8,16.0,8.0,3.0,0.0,0.0,3.0,1.5,6.0,1.0,1.0,1,0,0,25.0,12.5,32.0,0.32,19.0,114.0,114.0,3.210526315789474,0.0,61.0,0.5350877192982456,48.74736708860759
-1.0,147.0,0,2.0,56.0,0,36.0,41.0,18.0,20.5,6.0,8.0,1.0,2.0,0.5,1.0,5.0,6.0,2.5,3.0,6.25,10.526315789473685,5.0,2.0,2.5,1.0,0,0,0,0,0,0,48.0,38.0,24.0,19.0,37.5,53.94736842105263,0.375,0.5394736842105263,32.0,30.5,192.0,183.0,96.0,91.5,1.34375,1.9508196721311475,4.0,4.0,86.0,119.0,0.22395833333333334,0.3251366120218579,0.0,0.0,-8.0,6.0,0,-8.0,6.0,0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11.0,5.5,13.636363636363637,0.13636363636363635,15.666666666666666,94.0,94.0,4.340425531914894,0.0,68.0,0.723404255319149,-51.25263291139241
-8.0,6.0,0,-1.0,147.0,0,3.0,36.0,1.5,18.0,0.0,6.0,0.0,1.0,0.0,0.5,0.0,5.0,0.0,2.5,0.0,6.25,0.0,5.0,0.0,2.5,0,0,0,0,0,0,11.0,48.0,5.5,24.0,13.636363636363637,37.5,0.13636363636363635,0.375,15.666666666666666,32.0,94.0,192.0,94.0,96.0,4.340425531914894,1.34375,0.0,4.0,68.0,86.0,0.723404255319149,0.22395833333333334,-51.25263291139241,0.0,-5.0,56.0,0,-5.0,56.0,0,20.0,10.0,3.0,0.0,0.0,3.0,1.5,8.823529411764707,2.0,1.0,0,0,0,17.0,8.5,58.8235294117647,0.5882352941176471,14.0,84.0,42.0,2.5714285714285716,0.0,72.0,0.42857142857142855,55.41736708860759
-1.0,85.0,0,-7.0,172.0,0,4.0,8.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,20.0,4.545454545454546,3.0,6.0,1.5,3.0,0,0,0,0,0,0,5.0,11.0,5.0,5.5,80.0,36.36363636363637,0.8,0.36363636363636365,31.666666666666668,37.333333333333336,190.0,224.0,95.0,112.0,1.7526315789473683,2.5044642857142856,4.0,3.0,111.0,187.0,0.29210526315789476,0.4174107142857143,0.0,0.0,-7.0,247.0,0,-7.0,247.0,0,4.0,2.0,1.0,0.0,0.0,1.0,0.5,3.3333333333333335,9.0,4.5,0,0,0,15.0,7.5,13.333333333333334,0.13333333333333333,32.666666666666664,196.0,98.0,1.6224489795918369,4.0,106.0,0.27040816326530615,0.0
-7.0,247.0,0,-1.0,85.0,0,4.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,3.3333333333333335,20.0,9.0,3.0,4.5,1.5,0,0,0,0,0,0,15.0,5.0,7.5,5.0,13.333333333333334,80.0,0.13333333333333333,0.8,32.666666666666664,31.666666666666668,196.0,190.0,98.0,95.0,1.6224489795918369,1.7526315789473683,4.0,4.0,106.0,111.0,0.27040816326530615,0.29210526315789476,0.0,0.0,-7.0,114.0,0,-7.0,114.0,0,10.0,5.0,1.0,0.0,0.0,1.0,0.5,2.5,4.0,4.0,0,0,0,20.0,10.0,25.0,0.25,20.0,120.0,120.0,3.85,0.0,77.0,0.6416666666666667,-26.25263291139241
-7.0,114.0,0,-7.0,247.0,0,10.0,4.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,2.5,3.3333333333333335,4.0,9.0,4.0,4.5,0,0,0,0,0,0,20.0,15.0,10.0,7.5,25.0,13.333333333333334,0.25,0.13333333333333333,20.0,32.666666666666664,120.0,196.0,120.0,98.0,3.85,1.6224489795918369,0.0,4.0,77.0,106.0,0.6416666666666667,0.27040816326530615,-26.25263291139241,0.0,-7.0,85.0,0,-7.0,85.0,0,7.0,3.5,1.0,0.0,0.0,1.0,0.5,2.7777777777777777,3.0,1.5,0,0,0,18.0,9.0,19.444444444444443,0.19444444444444445,20.0,120.0,60.0,2.25,0.0,90.0,0.375,-4.582632911392409
-4.0,6.0,28,1.0,31.0,8,38.0,77.0,19.0,38.5,4.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,2.0,4.5,4.878048780487805,3.658536585365854,0.0,1.0,0.0,1.0,3,1,0,0,0,0,41.0,123.0,20.5,61.5,46.34146341463415,31.30081300813008,0.4634146341463415,0.3130081300813008,10.0,12.0,60.0,72.0,30.0,72.0,1.65,5.083333333333333,3.0,0.0,33.0,61.0,0.275,0.8472222222222222,0.0,15.097367088607584,-8.0,85.0,0,-8.0,85.0,0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,0,0,0,11.0,11.0,36.36363636363637,0.36363636363636365,18.0,108.0,54.0,1.0833333333333333,6.0,39.0,0.18055555555555555,0.0
-8.0,85.0,0,-4.0,6.0,28,4.0,38.0,4.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.878048780487805,3.0,0.0,1.5,0.0,0,3,0,0,0,0,11.0,41.0,11.0,20.5,36.36363636363637,46.34146341463415,0.36363636363636365,0.4634146341463415,18.0,10.0,108.0,60.0,54.0,30.0,1.0833333333333333,1.65,6.0,3.0,39.0,33.0,0.18055555555555555,0.275,0.0,0.0,12.0,31.0,8,12.0,31.0,8,111.0,55.5,17.0,3.0,1.5,14.0,7.0,8.762886597938145,1.0,0.5,1,0,0,97.0,48.5,57.21649484536083,0.5721649484536082,19.0,114.0,57.0,1.868421052631579,4.0,71.0,0.31140350877192985,0.0
-2.0,85.0,8,-6.0,114.0,16,2.0,11.0,1.0,5.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.7027027027027026,3.0,4.0,1.5,2.0,1,2,0,0,0,0,9.0,37.0,4.5,18.5,11.11111111111111,14.864864864864865,0.1111111111111111,0.14864864864864866,25.0,32.666666666666664,150.0,196.0,75.0,98.0,1.88,1.0255102040816326,0.0,0.0,94.0,67.0,0.31333333333333335,0.17091836734693877,-1.2526329113924106,-29.03263291139241,-4.0,172.0,0,-4.0,172.0,0,49.0,24.5,4.0,0.0,0.0,4.0,2.0,2.816901408450704,6.0,3.0,0,0,0,71.0,35.5,34.50704225352113,0.34507042253521125,36.0,216.0,108.0,1.5555555555555556,0.0,112.0,0.25925925925925924,25.827367088607588
-4.0,172.0,0,-2.0,85.0,8,49.0,2.0,24.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.816901408450704,0.0,6.0,3.0,3.0,1.5,0,1,0,0,0,0,71.0,9.0,35.5,4.5,34.50704225352113,11.11111111111111,0.34507042253521125,0.1111111111111111,36.0,25.0,216.0,150.0,108.0,75.0,1.5555555555555556,1.88,0.0,0.0,112.0,94.0,0.25925925925925924,0.31333333333333335,25.827367088607588,-1.2526329113924106,-7.0,56.0,8,-7.0,56.0,8,17.0,17.0,1.0,0.0,0.0,1.0,1.0,6.25,2.0,1.0,1,0,0,16.0,16.0,106.25,1.0625,35.0,210.0,105.0,1.5714285714285714,5.0,110.0,0.2619047619047619,0.0
-7.0,56.0,8,-4.0,172.0,0,17.0,49.0,17.0,24.5,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,6.25,2.816901408450704,2.0,6.0,1.0,3.0,1,0,0,0,0,0,16.0,71.0,16.0,35.5,106.25,34.50704225352113,1.0625,0.34507042253521125,35.0,36.0,210.0,216.0,105.0,108.0,1.5714285714285714,1.5555555555555556,5.0,0.0,110.0,112.0,0.2619047619047619,0.25925925925925924,0.0,25.827367088607588,-4.0,172.0,8,-4.0,172.0,8,33.0,16.5,4.0,0.0,0.0,4.0,2.0,2.4096385542168677,6.0,3.0,1,0,0,83.0,41.5,19.879518072289155,0.19879518072289157,33.0,198.0,99.0,1.3636363636363635,4.0,90.0,0.22727272727272727,0.0
-4.0,172.0,8,-7.0,56.0,8,33.0,17.0,16.5,17.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,2.4096385542168677,6.25,6.0,2.0,3.0,1.0,1,1,0,0,0,0,83.0,16.0,41.5,16.0,19.879518072289155,106.25,0.19879518072289157,1.0625,33.0,35.0,198.0,210.0,99.0,105.0,1.3636363636363635,1.5714285714285714,4.0,5.0,90.0,110.0,0.22727272727272727,0.2619047619047619,0.0,0.0,-4.0,31.0,8,-4.0,31.0,8,23.0,23.0,4.0,0.0,0.0,4.0,4.0,9.30232558139535,1.0,0.5,1,0,0,43.0,43.0,53.48837209302326,0.5348837209302325,18.0,108.0,54.0,1.1111111111111112,7.0,40.0,0.18518518518518517,0.0
-4.0,31.0,8,-4.0,172.0,8,23.0,33.0,23.0,16.5,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,9.30232558139535,2.4096385542168677,1.0,6.0,0.5,3.0,1,1,0,0,0,0,43.0,83.0,43.0,41.5,53.48837209302326,19.879518072289155,0.5348837209302325,0.19879518072289157,18.0,33.0,108.0,198.0,54.0,99.0,1.1111111111111112,1.3636363636363635,7.0,4.0,40.0,90.0,0.18518518518518517,0.22727272727272727,0.0,0.0,-1.0,114.0,0,-1.0,114.0,0,62.0,62.0,7.0,0.0,0.0,7.0,7.0,8.974358974358974,4.0,2.0,0,0,0,78.0,78.0,79.48717948717949,0.7948717948717948,24.0,144.0,72.0,1.7291666666666667,3.0,83.0,0.2881944444444444,0.0
-8.0,31.0,0,16.0,197.0,0,6.0,132.0,3.0,66.0,0.0,20.0,0.0,4.0,0.0,2.0,0.0,16.0,0.0,8.0,0.0,7.874015748031496,1.0,7.0,0.5,3.5,0,0,0,0,0,0,26.0,127.0,13.0,63.5,11.538461538461538,51.968503937007874,0.11538461538461539,0.5196850393700787,20.0,24.5,120.0,147.0,60.0,73.5,2.25,2.0816326530612246,0.0,0.0,90.0,102.0,0.375,0.3469387755102041,-9.582632911392407,51.35736708860759,-5.0,114.0,8,-5.0,114.0,8,23.0,11.5,3.0,0.0,0.0,3.0,1.5,4.838709677419355,4.0,2.0,1,0,0,31.0,15.5,37.096774193548384,0.3709677419354839,33.833333333333336,203.0,101.5,2.3054187192118225,0.0,156.0,0.3842364532019704,-11.25263291139241
-5.0,114.0,8,-8.0,31.0,0,23.0,6.0,11.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.5,0.0,4.838709677419355,0.0,4.0,1.0,2.0,0.5,1,0,0,0,0,0,31.0,26.0,15.5,13.0,37.096774193548384,11.538461538461538,0.3709677419354839,0.11538461538461539,33.833333333333336,20.0,203.0,120.0,101.5,60.0,2.3054187192118225,2.25,0.0,0.0,156.0,90.0,0.3842364532019704,0.375,-11.25263291139241,-9.582632911392407,-2.0,114.0,0,-2.0,114.0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0,0,0,2.0,2.0,100.0,1.0,39.0,234.0,117.0,1.858974358974359,3.0,145.0,0.30982905982905984,0.0
-2.0,114.0,0,-5.0,114.0,8,2.0,23.0,2.0,11.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.5,0.0,4.838709677419355,4.0,4.0,2.0,2.0,0,1,0,0,0,0,2.0,31.0,2.0,15.5,100.0,37.096774193548384,1.0,0.3709677419354839,39.0,33.833333333333336,234.0,203.0,117.0,101.5,1.858974358974359,2.3054187192118225,3.0,0.0,145.0,156.0,0.30982905982905984,0.3842364532019704,0.0,-11.25263291139241,-7.0,114.0,0,-7.0,114.0,0,20.0,20.0,1.0,0.0,0.0,1.0,1.0,1.5384615384615385,4.0,2.0,0,0,0,65.0,65.0,30.76923076923077,0.3076923076923077,33.0,198.0,99.0,2.0757575757575757,3.0,137.0,0.34595959595959597,0.0
-7.0,114.0,0,-2.0,114.0,0,20.0,2.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.5384615384615385,0.0,4.0,4.0,2.0,2.0,0,0,0,0,0,0,65.0,2.0,65.0,2.0,30.76923076923077,100.0,0.3076923076923077,1.0,33.0,39.0,198.0,234.0,99.0,117.0,2.0757575757575757,1.858974358974359,3.0,3.0,137.0,145.0,0.34595959595959597,0.30982905982905984,0.0,0.0,-2.0,322.0,0,-2.0,322.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,1.0,1.0,0.0,0.0,26.0,156.0,78.0,2.0384615384615383,6.0,106.0,0.33974358974358976,0.0
-2.0,322.0,0,-7.0,114.0,0,0.0,20.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.5384615384615385,12.0,4.0,6.0,2.0,0,0,0,0,0,0,1.0,65.0,1.0,65.0,0.0,30.76923076923077,0.0,0.3076923076923077,26.0,33.0,156.0,198.0,78.0,99.0,2.0384615384615383,2.0757575757575757,6.0,3.0,106.0,137.0,0.33974358974358976,0.34595959595959597,0.0,0.0,-3.0,172.0,0,-3.0,172.0,0,21.0,21.0,3.0,2.0,2.0,1.0,1.0,18.75,6.0,3.0,0,0,0,16.0,16.0,131.25,1.3125,29.0,174.0,87.0,1.6379310344827587,3.0,95.0,0.27298850574712646,0.0
5.0,0.0,8,-2.0,0.0,8,78.0,3.0,78.0,1.5,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,15.294117647058824,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,85.0,7.0,85.0,3.5,91.76470588235294,21.428571428571427,0.9176470588235294,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5073670886076,-51.25263291139241,-5.0,0.0,8,-5.0,0.0,8,30.0,15.0,3.0,0.0,0.0,3.0,1.5,3.409090909090909,0.0,0.0,1,0,0,44.0,22.0,34.09090909090909,0.3409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.74736708860759
-5.0,0.0,8,5.0,0.0,8,30.0,78.0,15.0,78.0,3.0,13.0,0.0,0.0,0.0,0.0,3.0,13.0,1.5,13.0,3.409090909090909,15.294117647058824,0.0,0.0,0.0,0.0,1,1,0,0,0,0,44.0,85.0,22.0,85.0,34.09090909090909,91.76470588235294,0.3409090909090909,0.9176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.74736708860759,40.5073670886076,6.0,0.0,8,6.0,0.0,8,76.0,76.0,14.0,0.0,0.0,14.0,14.0,15.730337078651685,0.0,0.0,1,0,0,89.0,89.0,85.3932584269663,0.8539325842696629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.13736708860759
6.0,0.0,8,-5.0,0.0,8,76.0,30.0,76.0,15.0,14.0,3.0,0.0,0.0,0.0,0.0,14.0,3.0,14.0,1.5,15.730337078651685,3.409090909090909,0.0,0.0,0.0,0.0,1,1,0,0,0,0,89.0,44.0,89.0,22.0,85.3932584269663,34.09090909090909,0.8539325842696629,0.3409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.13736708860759,23.74736708860759,-5.0,0.0,16,-5.0,0.0,16,18.0,18.0,3.0,0.0,0.0,3.0,3.0,23.076923076923077,0.0,0.0,2,0,0,13.0,13.0,138.46153846153845,1.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.2073670886076
6.0,0.0,0,-2.0,0.0,8,93.0,64.0,46.5,32.0,12.0,6.0,2.0,0.0,1.0,0.0,10.0,6.0,5.0,3.0,6.896551724137931,3.5294117647058822,0.0,0.0,0.0,0.0,0,1,0,0,0,0,87.0,85.0,43.5,42.5,53.44827586206897,37.64705882352941,0.5344827586206896,0.3764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.60736708860759,33.85736708860759,17.0,0.0,0,17.0,0.0,0,147.0,73.5,25.0,0.0,0.0,25.0,12.5,8.278145695364238,0.0,0.0,0,0,0,151.0,75.5,48.675496688741724,0.4867549668874172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.08736708860759
17.0,0.0,0,6.0,0.0,0,147.0,93.0,73.5,46.5,25.0,12.0,0.0,2.0,0.0,1.0,25.0,10.0,12.5,5.0,8.278145695364238,6.896551724137931,0.0,0.0,0.0,0.0,0,0,0,0,0,0,151.0,87.0,75.5,43.5,48.675496688741724,53.44827586206897,0.4867549668874172,0.5344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.08736708860759,57.60736708860759,3.0,0.0,16,3.0,0.0,16,84.0,84.0,11.0,0.0,0.0,11.0,11.0,14.666666666666666,0.0,0.0,2,0,0,75.0,75.0,112.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.74736708860759
3.0,0.0,16,17.0,0.0,0,84.0,147.0,84.0,73.5,11.0,25.0,0.0,0.0,0.0,0.0,11.0,25.0,11.0,12.5,14.666666666666666,8.278145695364238,0.0,0.0,0.0,0.0,2,0,0,0,0,0,75.0,151.0,75.0,75.5,112.0,48.675496688741724,1.12,0.4867549668874172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.74736708860759,69.08736708860759,8.0,0.0,0,8.0,0.0,0,114.0,57.0,16.0,0.0,0.0,16.0,8.0,6.106870229007634,0.0,0.0,0,0,0,131.0,65.5,43.51145038167939,0.4351145038167939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1173670886076
8.0,0.0,0,3.0,0.0,16,114.0,84.0,57.0,84.0,16.0,11.0,0.0,0.0,0.0,0.0,16.0,11.0,8.0,11.0,6.106870229007634,14.666666666666666,0.0,0.0,0.0,0.0,0,2,0,0,0,0,131.0,75.0,65.5,75.0,43.51145038167939,112.0,0.4351145038167939,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1173670886076,60.74736708860759,-5.0,0.0,8,-5.0,0.0,8,29.0,14.5,3.0,0.0,0.0,3.0,1.5,4.411764705882353,0.0,0.0,1,0,0,34.0,17.0,42.64705882352941,0.4264705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.74736708860759
-5.0,0.0,8,8.0,0.0,0,29.0,114.0,14.5,57.0,3.0,16.0,0.0,0.0,0.0,0.0,3.0,16.0,1.5,8.0,4.411764705882353,6.106870229007634,0.0,0.0,0.0,0.0,1,0,0,0,0,0,34.0,131.0,17.0,65.5,42.64705882352941,43.51145038167939,0.4264705882352941,0.4351145038167939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.74736708860759,37.1173670886076,-8.0,0.0,16,-8.0,0.0,16,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,13.0,13.0,23.076923076923077,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.17263291139241
-8.0,0.0,16,-5.0,0.0,8,3.0,29.0,3.0,14.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.5,0.0,4.411764705882353,0.0,0.0,0.0,0.0,2,1,0,0,0,0,13.0,34.0,13.0,17.0,23.076923076923077,42.64705882352941,0.23076923076923078,0.4264705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.17263291139241,38.74736708860759,-4.0,0.0,0,-4.0,0.0,0,28.0,14.0,4.0,0.0,0.0,4.0,2.0,7.142857142857143,0.0,0.0,0,0,0,28.0,14.0,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.25263291139241
16.0,0.0,8,-7.0,0.0,0,161.0,18.0,80.5,9.0,22.0,1.0,2.0,0.0,1.0,0.0,20.0,1.0,10.0,0.5,6.395348837209302,1.0416666666666667,0.0,0.0,0.0,0.0,1,0,0,0,0,0,172.0,48.0,86.0,24.0,46.80232558139535,18.75,0.4680232558139535,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.46736708860759,-41.25263291139241,15.0,0.0,8,15.0,0.0,8,172.0,86.0,22.0,1.0,0.5,21.0,10.5,4.700854700854701,0.0,0.0,1,0,0,234.0,117.0,36.75213675213675,0.36752136752136755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.207367088607583
15.0,0.0,8,16.0,0.0,8,172.0,161.0,86.0,80.5,22.0,22.0,1.0,2.0,0.5,1.0,21.0,20.0,10.5,10.0,4.700854700854701,6.395348837209302,0.0,0.0,0.0,0.0,1,1,0,0,0,0,234.0,172.0,117.0,86.0,36.75213675213675,46.80232558139535,0.36752136752136755,0.4680232558139535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.207367088607583,47.46736708860759,-2.0,0.0,8,-2.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.25263291139241
-2.0,0.0,8,15.0,0.0,8,0.0,172.0,0.0,86.0,0.0,22.0,0.0,1.0,0.0,0.5,0.0,21.0,0.0,10.5,0.0,4.700854700854701,0.0,0.0,0.0,0.0,1,1,0,0,0,0,2.0,234.0,2.0,117.0,0.0,36.75213675213675,0.0,0.36752136752136755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.25263291139241,21.207367088607583,-2.0,0.0,16,-2.0,0.0,16,51.0,25.5,6.0,0.0,0.0,6.0,3.0,4.0,0.0,0.0,2,0,0,75.0,37.5,34.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.127367088607585
-2.0,0.0,16,-2.0,0.0,8,51.0,0.0,25.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,75.0,2.0,37.5,2.0,34.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.127367088607585,-51.25263291139241,-7.0,0.0,0,-7.0,0.0,0,12.0,6.0,1.0,0.0,0.0,1.0,0.5,2.0,0.0,0.0,0,0,1,25.0,12.5,24.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.74736708860759
-7.0,0.0,0,-2.0,0.0,16,12.0,51.0,6.0,25.5,1.0,6.0,0.0,0.0,0.0,0.0,1.0,6.0,0.5,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0,2,0,0,1,0,25.0,75.0,12.5,37.5,24.0,34.0,0.24,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.74736708860759,27.127367088607585,3.0,0.0,28,3.0,0.0,28,57.0,57.0,11.0,0.0,0.0,11.0,11.0,14.864864864864865,0.0,0.0,3,0,0,74.0,74.0,77.02702702702703,0.7702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.77736708860759
3.0,0.0,28,-7.0,0.0,0,57.0,12.0,57.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,11.0,0.5,14.864864864864865,2.0,0.0,0.0,0.0,0.0,3,0,0,0,0,1,74.0,25.0,74.0,12.5,77.02702702702703,24.0,0.7702702702702703,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.77736708860759,23.74736708860759,-6.0,0.0,0,-6.0,0.0,0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,10.0,0.0,0.0,0,0,0,20.0,20.0,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2526329113924106
