,MatchID,InningsID,Date,Year,Month,Match Type,Venue,Event,Match Winner,Player,Team,Opposition,Innings,Innings Type,Super Over,Target,Chase,Defence,% Target Achieved,Runs Required,Run Rate Required,Fielder,Batter Type,Batting Position,Score,Balls Faced,How Out,First Boundary Ball,Batting S/R,Runs/Ball,Boundary %,Fours,Sixes,Boundary Rate,Bowler Type,Bowling Position,Runsgiven,Wickets,Overs Bowled,Balls Bowled,Economy Rate,Bowling Avg,Avg Consecutive Dot Balls,Bowling S/R,Runsgiven/Ball,Batting S/R AA
0,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-1,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,P Nissanka,Sri Lanka,India,1,Batting,False,,,,,,,,Right hand,1.0,56.0,75.0,lbw,4.0,74.67,0.75,0.12,9.0,0.0,8.33,,,,,,,,,,,,6.696750223813794
1,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-1,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,WIA Fernando,Sri Lanka,India,1,Batting,False,,,,,,,Arshdeep Singh,Right hand,2.0,1.0,7.0,caught,,14.29,0.14,0.0,0.0,0.0,,,,,,,,,,,,,-53.68324977618621
2,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-1,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,BKG Mendis,Sri Lanka,India,1,Batting,False,,,,,,,,Right hand,3.0,14.0,31.0,lbw,27.0,45.16,0.45,0.03,1.0,0.0,31.0,,,,,,,,,,,,-22.81324977618621
3,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-1,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,S Samarawickrama,Sri Lanka,India,1,Batting,False,,,,,,,Shubman Gill,Right hand,4.0,8.0,18.0,caught,,44.44,0.44,0.0,0.0,0.0,,,,,,,,,,,,,-23.53324977618621
4,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-1,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,KIC Asalanka,Sri Lanka,India,1,Batting,False,,,,,,,RG Sharma,Left hand,5.0,14.0,21.0,caught,8.0,66.67,0.67,0.1,2.0,0.0,10.5,,,,,,,,,,,,-1.303249776186206
5,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-1,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,J Liyanage,Sri Lanka,India,1,Batting,False,,,,,,,RG Sharma,Right hand,6.0,20.0,26.0,caught,16.0,76.92,0.77,0.08,1.0,1.0,13.0,,,,,,,,,,,,8.946750223813794
6,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-1,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,DN Wellalage,Sri Lanka,India,1,Batting,False,,,,,,,,,7.0,67.0,65.0,not out,10.0,103.08,1.03,0.14,7.0,2.0,7.22,,,,,,,,,,,,35.10675022381379
7,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-1,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,PWH de Silva,Sri Lanka,India,1,Batting,False,,,,,,,AR Patel,Right hand,8.0,24.0,35.0,caught,11.0,68.57,0.69,0.09,1.0,2.0,11.67,,,,,,,,,,,,0.5967502238137854
8,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-1,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,A Dananjaya,Sri Lanka,India,1,Batting,False,,,,,,,Washington Sundar,Left hand,9.0,17.0,21.0,caught,10.0,80.95,0.81,0.1,2.0,0.0,10.5,,,,,,,,,,,,12.976750223813795
9,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-1,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,M Shiraz,Sri Lanka,India,1,Batting,False,,,,,,,,Right hand,10.0,1.0,1.0,not out,,100.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,32.02675022381379
10,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-1,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,Shubman Gill,India,Sri Lanka,1,Bowling,False,,,,,,,,,,,,,,,,,,,,Right arm off break,7.0,14.0,0.0,31.6,6.0,14.0,,0.0,,2.33,
11,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-1,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,Washington Sundar,India,Sri Lanka,1,Bowling,False,,,,,,,,,,,,,,,,,,,,Right arm off break,6.0,46.0,1.0,45.6,54.0,5.11,46.0,2.0,54.0,0.85,
12,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-1,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,AR Patel,India,Sri Lanka,1,Bowling,False,,,,,,,,,,,,,,,,,,,,Left arm orthodox,3.0,33.0,2.0,40.6,60.0,3.3,16.5,3.0,30.0,0.55,
13,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-1,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,S Dube,India,Sri Lanka,1,Bowling,False,,,,,,,,,,,,,,,,,,,,Right arm pace,4.0,19.0,1.0,15.6,24.0,4.75,19.0,2.0,24.0,0.79,
14,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-1,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,Kuldeep Yadav,India,Sri Lanka,1,Bowling,False,,,,,,,,,,,,,,,,,,,,Left arm wrist spin,5.0,33.0,1.0,41.6,60.0,3.3,33.0,3.0,60.0,0.55,
15,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-1,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,Mohammed Siraj,India,Sri Lanka,1,Bowling,False,,,,,,,,,,,,,,,,,,,,Right arm pace,1.0,36.0,1.0,48.6,48.0,4.5,36.0,3.0,48.0,0.75,
16,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-1,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,Arshdeep Singh,India,Sri Lanka,1,Bowling,False,,,,,,,,,,,,,,,,,,,,Left arm pace,2.0,47.0,2.0,49.6,48.0,5.88,23.5,2.0,24.0,0.98,
17,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-2,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,KIC Asalanka,Sri Lanka,India,2,Bowling,False,,,,,,,,,,,,,,,,,,,,Right arm off break,6.0,30.0,3.0,47.5,53.0,3.33,10.0,2.0,17.67,0.57,
18,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-2,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,DN Wellalage,Sri Lanka,India,2,Bowling,False,,,,,,,,,,,,,,,,,,,,,3.0,39.0,2.0,38.6,54.0,4.33,19.5,3.0,27.0,0.72,
19,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-2,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,PWH de Silva,Sri Lanka,India,2,Bowling,False,,,,,,,,,,,,,,,,,,,,Right arm leg break,5.0,58.0,3.0,46.6,60.0,5.8,19.33,2.0,20.0,0.97,
20,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-2,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,A Dananjaya,Sri Lanka,India,2,Bowling,False,,,,,,,,,,,,,,,,,,,,Right arm off break,4.0,40.0,1.0,43.6,60.0,4.0,40.0,2.0,60.0,0.67,
21,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-2,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,M Shiraz,Sri Lanka,India,2,Bowling,False,,,,,,,,,,,,,,,,,,,,Right arm pace,2.0,25.0,0.0,35.6,24.0,6.25,,2.0,,1.04,
22,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-2,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,AM Fernando,Sri Lanka,India,2,Bowling,False,,,,,,,,,,,,,,,,,,,,Right arm pace,1.0,34.0,1.0,26.6,36.0,5.67,34.0,3.0,36.0,0.94,
23,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-2,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,RG Sharma,India,Sri Lanka,2,Batting,False,,,,,,,,Right hand,1.0,58.0,47.0,lbw,2.0,123.4,1.23,0.21,7.0,3.0,4.7,,,,,,,,,,,,55.4267502238138
24,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-2,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,Shubman Gill,India,Sri Lanka,2,Batting,False,,,,,,,BKG Mendis,Right hand,2.0,16.0,35.0,caught,6.0,45.71,0.46,0.06,2.0,0.0,17.5,,,,,,,,,,,,-22.263249776186207
25,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-2,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,V Kohli,India,Sri Lanka,2,Batting,False,,,,,,,,Right hand,3.0,24.0,32.0,lbw,25.0,75.0,0.75,0.06,2.0,0.0,16.0,,,,,,,,,,,,7.026750223813792
26,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-2,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,Washington Sundar,India,Sri Lanka,2,Batting,False,,,,,,,,Left hand,4.0,5.0,4.0,lbw,3.0,125.0,1.25,0.25,1.0,0.0,4.0,,,,,,,,,,,,57.02675022381379
27,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-2,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,SS Iyer,India,Sri Lanka,2,Batting,False,,,,,,,,Right hand,5.0,23.0,23.0,bowled,4.0,100.0,1.0,0.17,4.0,0.0,5.75,,,,,,,,,,,,32.02675022381379
28,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-2,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,KL Rahul,India,Sri Lanka,2,Batting,False,,,,,,,DN Wellalage,Right hand,6.0,31.0,43.0,caught,33.0,72.09,0.72,0.05,2.0,0.0,21.5,,,,,,,,,,,,4.116750223813796
29,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-2,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,AR Patel,India,Sri Lanka,2,Batting,False,,,,,,,BKG Mendis,Left hand,7.0,33.0,57.0,caught,17.0,57.89,0.58,0.05,2.0,1.0,19.0,,,,,,,,,,,,-10.083249776186207
30,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-2,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,S Dube,India,Sri Lanka,2,Batting,False,,,,,,,,Left hand,8.0,25.0,24.0,lbw,8.0,104.17,1.04,0.12,1.0,2.0,8.0,,,,,,,,,,,,36.196750223813794
31,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-2,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,Kuldeep Yadav,India,Sri Lanka,2,Batting,False,,,,,,,,Left hand,9.0,2.0,10.0,bowled,,20.0,0.2,0.0,0.0,0.0,,,,,,,,,,,,,-47.97324977618621
32,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-2,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,Mohammed Siraj,India,Sri Lanka,2,Batting,False,,,,,,,,Right hand,10.0,5.0,11.0,not out,,45.45,0.45,0.0,0.0,0.0,,,,,,,,,,,,,-22.523249776186205
33,Sri_Lanka-India-2024-08-02-male-ODI,Sri_Lanka-India-2024-08-02-male-ODI-2,2024-08-02,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,,Arshdeep Singh,India,Sri Lanka,2,Batting,False,,,,,,,,Left hand,11.0,0.0,1.0,lbw,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,-67.97324977618621
34,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-1,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,P Nissanka,Sri Lanka,India,1,Batting,False,,,Successful,,,,KL Rahul,Right hand,1.0,0.0,1.0,caught,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,-67.97324977618621
35,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-1,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,WIA Fernando,Sri Lanka,India,1,Batting,False,,,Successful,,,,,Right hand,2.0,40.0,62.0,caught and bowled,9.0,64.52,0.65,0.08,5.0,0.0,12.4,,,,,,,,,,,,-3.4532497761862118
36,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-1,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,BKG Mendis,Sri Lanka,India,1,Batting,False,,,Successful,,,,,Right hand,3.0,30.0,42.0,lbw,6.0,71.43,0.71,0.07,3.0,0.0,14.0,,,,,,,,,,,,3.456750223813799
37,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-1,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,S Samarawickrama,Sri Lanka,India,1,Batting,False,,,Successful,,,,V Kohli,Right hand,4.0,14.0,31.0,caught,15.0,45.16,0.45,0.03,1.0,0.0,31.0,,,,,,,,,,,,-22.81324977618621
38,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-1,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,KIC Asalanka,Sri Lanka,India,1,Batting,False,,,Successful,,,,AR Patel,Left hand,5.0,25.0,42.0,caught,7.0,59.52,0.6,0.07,3.0,0.0,14.0,,,,,,,,,,,,-8.453249776186205
39,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-1,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,J Liyanage,Sri Lanka,India,1,Batting,False,,,Successful,,,,,Right hand,6.0,12.0,29.0,caught and bowled,,41.38,0.41,0.0,0.0,0.0,,,,,,,,,,,,,-26.593249776186205
40,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-1,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,DN Wellalage,Sri Lanka,India,1,Batting,False,,,Successful,,,,S Dube,,7.0,39.0,35.0,caught,27.0,111.43,1.11,0.09,1.0,2.0,11.67,,,,,,,,,,,,43.4567502238138
41,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-1,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,PHKD Mendis,Sri Lanka,India,1,Batting,False,,,Successful,,,,SS Iyer,Left hand,8.0,40.0,44.0,run out,16.0,90.91,0.91,0.09,4.0,0.0,11.0,,,,,,,,,,,,22.93675022381379
42,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-1,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,A Dananjaya,Sri Lanka,India,1,Batting,False,,,Successful,,,,,Left hand,9.0,15.0,13.0,not out,5.0,115.38,1.15,0.15,2.0,0.0,6.5,,,,,,,,,,,,47.40675022381379
43,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-1,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,JDF Vandersay,Sri Lanka,India,1,Batting,False,,,Successful,,,,,Right hand,10.0,1.0,1.0,not out,,100.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,32.02675022381379
44,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-1,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,RG Sharma,India,Sri Lanka,1,Bowling,False,,Unsuccessful,,,,,,,,,,,,,,,,,,Right arm off break,7.0,11.0,0.0,40.6,12.0,5.5,,2.0,,0.92,
45,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-1,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,S Dube,India,Sri Lanka,1,Bowling,False,,Unsuccessful,,,,,,,,,,,,,,,,,,Right arm pace,4.0,10.0,0.0,12.6,12.0,5.0,,1.0,,0.83,
46,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-1,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,AR Patel,India,Sri Lanka,1,Bowling,False,,Unsuccessful,,,,,,,,,,,,,,,,,,Left arm orthodox,3.0,38.0,1.0,43.6,54.0,4.22,38.0,3.0,54.0,0.7,
47,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-1,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,Washington Sundar,India,Sri Lanka,1,Bowling,False,,Unsuccessful,,,,,,,,,,,,,,,,,,Right arm off break,5.0,30.0,3.0,36.6,60.0,3.0,10.0,3.0,20.0,0.5,
48,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-1,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,Kuldeep Yadav,India,Sri Lanka,1,Bowling,False,,Unsuccessful,,,,,,,,,,,,,,,,,,Left arm wrist spin,6.0,33.0,2.0,46.6,60.0,3.3,16.5,2.0,30.0,0.55,
49,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-1,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,Mohammed Siraj,India,Sri Lanka,1,Bowling,False,,Unsuccessful,,,,,,,,,,,,,,,,,,Right arm pace,1.0,43.0,1.0,48.6,48.0,5.38,43.0,3.0,48.0,0.9,
50,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-1,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,Arshdeep Singh,India,Sri Lanka,1,Bowling,False,,Unsuccessful,,,,,,,,,,,,,,,,,,Left arm pace,2.0,58.0,0.0,49.6,54.0,6.44,,2.0,,1.07,
51,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-2,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,KIC Asalanka,Sri Lanka,India,2,Bowling,False,241.0,,Successful,86.31,33.0,,,,,,,,,,,,,,,Right arm off break,6.0,20.0,3.0,42.2,38.0,2.86,6.67,4.0,12.67,0.53,
52,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-2,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,DN Wellalage,Sri Lanka,India,2,Bowling,False,241.0,,Successful,86.31,33.0,,,,,,,,,,,,,,,,2.0,41.0,0.0,38.6,36.0,6.83,,2.0,,1.14,
53,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-2,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,PHKD Mendis,Sri Lanka,India,2,Bowling,False,241.0,,Successful,86.31,33.0,,,,,,,,,,,,,,,Right arm off break,4.0,19.0,0.0,34.6,18.0,6.33,,1.0,,1.06,
54,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-2,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,A Dananjaya,Sri Lanka,India,2,Bowling,False,241.0,,Successful,86.31,33.0,,,,,,,,,,,,,,,Right arm off break,3.0,54.0,0.0,32.6,60.0,5.4,,2.0,,0.9,
55,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-2,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,JDF Vandersay,Sri Lanka,India,2,Bowling,False,241.0,,Successful,86.31,33.0,,,,,,,,,,,,,,,Right arm leg break,5.0,33.0,6.0,41.6,60.0,3.3,5.5,3.0,10.0,0.55,
56,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-2,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,AM Fernando,Sri Lanka,India,2,Bowling,False,241.0,,Successful,86.31,33.0,,,,,,,,,,,,,,,Right arm pace,1.0,31.0,0.0,28.6,42.0,4.43,,2.0,,0.74,
57,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-2,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,RG Sharma,India,Sri Lanka,2,Batting,False,241.0,Unsuccessful,,86.31,33.0,,P Nissanka,Right hand,1.0,64.0,44.0,caught,7.0,145.45,1.45,0.2,5.0,4.0,4.89,,,,,,,,,,,,77.47675022381378
58,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-2,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,Shubman Gill,India,Sri Lanka,2,Batting,False,241.0,Unsuccessful,,86.31,33.0,,PHKD Mendis,Right hand,2.0,35.0,44.0,caught,7.0,79.55,0.8,0.07,3.0,0.0,14.67,,,,,,,,,,,,11.57675022381379
59,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-2,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,V Kohli,India,Sri Lanka,2,Batting,False,241.0,Unsuccessful,,86.31,33.0,,,Right hand,3.0,14.0,19.0,lbw,2.0,73.68,0.74,0.11,2.0,0.0,9.5,,,,,,,,,,,,5.706750223813799
60,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-2,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,S Dube,India,Sri Lanka,2,Batting,False,241.0,Unsuccessful,,86.31,33.0,,,Left hand,4.0,0.0,4.0,lbw,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,-67.97324977618621
61,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-2,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,AR Patel,India,Sri Lanka,2,Batting,False,241.0,Unsuccessful,,86.31,33.0,,,Left hand,5.0,44.0,44.0,caught and bowled,5.0,100.0,1.0,0.14,4.0,2.0,7.33,,,,,,,,,,,,32.02675022381379
62,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-2,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,SS Iyer,India,Sri Lanka,2,Batting,False,241.0,Unsuccessful,,86.31,33.0,,,Right hand,6.0,7.0,9.0,lbw,1.0,77.78,0.78,0.11,1.0,0.0,9.0,,,,,,,,,,,,9.806750223813793
63,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-2,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,KL Rahul,India,Sri Lanka,2,Batting,False,241.0,Unsuccessful,,86.31,33.0,,,Right hand,7.0,0.0,2.0,bowled,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,-67.97324977618621
64,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-2,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,Washington Sundar,India,Sri Lanka,2,Batting,False,241.0,Unsuccessful,,86.31,33.0,,,Left hand,8.0,15.0,40.0,lbw,,37.5,0.38,0.0,0.0,0.0,,,,,,,,,,,,,-30.473249776186208
65,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-2,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,Kuldeep Yadav,India,Sri Lanka,2,Batting,False,241.0,Unsuccessful,,86.31,33.0,,,Left hand,9.0,7.0,27.0,not out,,25.93,0.26,0.0,0.0,0.0,,,,,,,,,,,,,-42.04324977618621
66,Sri_Lanka-India-2024-08-04-male-ODI,Sri_Lanka-India-2024-08-04-male-ODI-2,2024-08-04,2024,8,ODI,"R Premadasa Stadium, Colombo",India tour of Sri Lanka,Sri Lanka,Mohammed Siraj,India,Sri Lanka,2,Batting,False,241.0,Unsuccessful,,86.31,33.0,,,Right hand,10.0,4.0,18.0,lbw,,22.22,0.22,0.0,0.0,0.0,,,,,,,,,,,,,-45.75324977618621
